old_path,new_path,action,notes
docs/accessanalyzer/12.0/admin/analysis/changedetection/overview.md,docs/accessanalyzer/12.0/analysis/change-detection/overview.md,keep,
docs/accessanalyzer/12.0/admin/analysis/changedetection/resultsample.md,docs/accessanalyzer/12.0/analysis/change-detection/result-sample.md,keep,
docs/accessanalyzer/12.0/admin/analysis/changedetection/summary.md,docs/accessanalyzer/12.0/analysis/change-detection/summary.md,keep,
docs/accessanalyzer/12.0/admin/analysis/changedetection/uniquekey.md,docs/accessanalyzer/12.0/analysis/change-detection/unique-key.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/changetype.md,docs/accessanalyzer/12.0/analysis/notification/change-type.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/commandline.md,docs/accessanalyzer/12.0/analysis/notification/command-line.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/criteria.md,docs/accessanalyzer/12.0/analysis/notification/criteria.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/eventlog.md,docs/accessanalyzer/12.0/analysis/notification/event-log.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/frequency.md,docs/accessanalyzer/12.0/analysis/notification/frequency.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/hosts.md,docs/accessanalyzer/12.0/analysis/notification/hosts.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/overview.md,docs/accessanalyzer/12.0/analysis/notification/overview.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/selecttable.md,docs/accessanalyzer/12.0/analysis/notification/select-table.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/smtp.md,docs/accessanalyzer/12.0/analysis/notification/smtp.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/summary.md,docs/accessanalyzer/12.0/analysis/notification/summary.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/tabletype.md,docs/accessanalyzer/12.0/analysis/notification/table-type.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/timewindow.md,docs/accessanalyzer/12.0/analysis/notification/time-window.md,keep,
docs/accessanalyzer/12.0/admin/analysis/notification/type.md,docs/accessanalyzer/12.0/analysis/notification/type.md,keep,
docs/accessanalyzer/12.0/admin/analysis/overview.md,docs/accessanalyzer/12.0/analysis/overview.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlscripting.md,docs/accessanalyzer/12.0/analysis/sql-scripting.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/columns.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/columns.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/export.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/export.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/filter.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/filter.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/input.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/input.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/inputscope.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/input-scope.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/joincolumns.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/join-columns.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/overview.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/overview.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/result.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/result.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/resultconstraints.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/result-constraints.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/resultsample.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/result-sample.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/summary.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/summary.md,keep,
docs/accessanalyzer/12.0/admin/analysis/sqlviewcreation/timewindow.md,docs/accessanalyzer/12.0/analysis/sql-view-creation/time-window.md,keep,
docs/accessanalyzer/12.0/admin/analysis/vbscripting.md,docs/accessanalyzer/12.0/analysis/vb-scripting.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/category.md,docs/accessanalyzer/12.0/data-collection/active-directory/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/directoryscope.md,docs/accessanalyzer/12.0/data-collection/active-directory/directory-scope.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/options.md,docs/accessanalyzer/12.0/data-collection/active-directory/options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/overview.md,docs/accessanalyzer/12.0/data-collection/active-directory/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/results.md,docs/accessanalyzer/12.0/data-collection/active-directory/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/activedirectory/summary.md,docs/accessanalyzer/12.0/data-collection/active-directory/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/category.md,docs/accessanalyzer/12.0/data-collection/ad-activity/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/cleartables.md,docs/accessanalyzer/12.0/data-collection/ad-activity/clear-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/connection.md,docs/accessanalyzer/12.0/data-collection/ad-activity/connection.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/overview.md,docs/accessanalyzer/12.0/data-collection/ad-activity/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/results.md,docs/accessanalyzer/12.0/data-collection/ad-activity/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/scope.md,docs/accessanalyzer/12.0/data-collection/ad-activity/scope.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/share.md,docs/accessanalyzer/12.0/data-collection/ad-activity/share.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/standardtables.md,docs/accessanalyzer/12.0/data-collection/ad-activity/standard-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adactivity/summary.md,docs/accessanalyzer/12.0/data-collection/ad-activity/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/category.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/cleartables.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/clear-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/customattributes.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/custom-attributes.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/domains.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/domains.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/indexupdateoptions.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/index-update-options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/options.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/overview.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/results.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/standardtables.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/standard-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adinventory/summary.md,docs/accessanalyzer/12.0/data-collection/ad-inventory/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/category.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/customfilter.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/custom-filter.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/options.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/overview.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/removetables.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/remove-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/results.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/scope.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/scope.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/standardtables.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/standard-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/adpermissions/summary.md,docs/accessanalyzer/12.0/data-collection/ad-permissions/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/category.md,docs/accessanalyzer/12.0/data-collection/aws/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/criteria.md,docs/accessanalyzer/12.0/data-collection/aws/criteria.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/droptables.md,docs/accessanalyzer/12.0/data-collection/aws/drop-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/filters3objects.md,docs/accessanalyzer/12.0/data-collection/aws/filter-s3-objects.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/loginroles.md,docs/accessanalyzer/12.0/data-collection/aws/login-roles.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/overview.md,docs/accessanalyzer/12.0/data-collection/aws/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/results.md,docs/accessanalyzer/12.0/data-collection/aws/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/sensitivedata.md,docs/accessanalyzer/12.0/data-collection/aws/sensitive-data.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/aws/summary.md,docs/accessanalyzer/12.0/data-collection/aws/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/category.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/configurejob.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/configure-job.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/customattributes.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/custom-attributes.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/options.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/overview.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/results.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/standardtables.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/standard-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/summary.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/azureadinventory/troubleshooting.md,docs/accessanalyzer/12.0/data-collection/azure-ad-inventory/troubleshooting.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/activityoperationscope.md,docs/accessanalyzer/12.0/data-collection/box/activity-operation-scope.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/activitytimeframescope.md,docs/accessanalyzer/12.0/data-collection/box/activity-timeframe-scope.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/additionalscoping.md,docs/accessanalyzer/12.0/data-collection/box/additional-scoping.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/authenticate.md,docs/accessanalyzer/12.0/data-collection/box/authenticate.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/category.md,docs/accessanalyzer/12.0/data-collection/box/category.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/exclusions.md,docs/accessanalyzer/12.0/data-collection/box/exclusions.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/overview.md,docs/accessanalyzer/12.0/data-collection/box/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/results.md,docs/accessanalyzer/12.0/data-collection/box/results.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/scopebyuser.md,docs/accessanalyzer/12.0/data-collection/box/scope-by-user.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/standardtables.md,docs/accessanalyzer/12.0/data-collection/box/standard-tables.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/box/summary.md,docs/accessanalyzer/12.0/data-collection/box/summary.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/commandlineutility/definefields.md,docs/accessanalyzer/12.0/data-collection/command-line-utility/define-fields.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/commandlineutility/executionoptions.md,docs/accessanalyzer/12.0/data-collection/command-line-utility/execution-options.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/commandlineutility/overview.md,docs/accessanalyzer/12.0/data-collection/command-line-utility/overview.md,keep,
docs/accessanalyzer/12.0/admin/datacollector/commandlineutility/profileparameters.md,docs/accessanalyzer/12.0/data-collection/command-line-utility/profile-parameters.md,keep,
